id,name,description,url,platform,created_at,updated_at
2783,DjinnTranslator,Seed kernel: Djinntranslation engines; whale communications operations are fully underway.,https://github.com/Yufok1/DjinnTranslator,GitHub,2025-09-18T10:56:43.753177,2025-09-18T10:56:43.753178
2782,Learnings_zettlekasten,Vibe-coded application: Learnings_zettlekasten,https://github.com/InbaKrish/Learnings_zettlekasten,GitHub,2025-09-18T10:56:43.753067,2025-09-18T10:56:43.753068
2781,sigma-rules-wiki,Open Source Wiki pages tied to SigmaHQ detection rules,https://github.com/nybble-security/sigma-rules-wiki,GitHub,2025-09-18T10:56:43.752947,2025-09-18T10:56:43.752948
2780,workflow-sdk,"Composable stack that transforms unpredictable AI agents into reliable, production-grade automation 🚀",https://github.com/kubiyabot/workflow-sdk,GitHub,2025-09-18T10:56:43.752841,2025-09-18T10:56:43.752841
2779,verana.io-website,Vibe-coded application: verana.io-website,https://github.com/verana-labs/verana.io-website,GitHub,2025-09-18T10:56:43.752637,2025-09-18T10:56:43.752637
2778,vectara-docs,Documentation for Vectara's GenAI Platform,https://github.com/vectara/vectara-docs,GitHub,2025-09-18T10:56:43.752536,2025-09-18T10:56:43.752537
2777,agno-docs,Vibe-coded application: agno-docs,https://github.com/agno-agi/agno-docs,GitHub,2025-09-18T10:56:43.752331,2025-09-18T10:56:43.752332
2776,gitbook,Vibe-coded application: gitbook,https://github.com/SangrishS/gitbook,GitHub,2025-09-18T10:56:43.752228,2025-09-18T10:56:43.752229
2775,Vault0,Vibe-coded application: Vault0,https://github.com/OVERANDAGAIN/Vault0,GitHub,2025-09-18T10:56:43.752099,2025-09-18T10:56:43.752099
2774,gen-ai-journal,Weekly journal on Generative AI for Japanese Web Engineer.,https://github.com/beijaflor/gen-ai-journal,GitHub,2025-09-18T10:56:43.751998,2025-09-18T10:56:43.751999
2773,vsts-docs-pr,Vibe-coded application: vsts-docs-pr,https://github.com/Mikejo5000/vsts-docs-pr,GitHub,2025-09-18T10:56:43.751863,2025-09-18T10:56:43.751864
2772,myBlogs,Vibe-coded application: myBlogs,https://github.com/Abdulkader-Safi/myBlogs,GitHub,2025-09-18T10:56:43.751634,2025-09-18T10:56:43.751635
2771,research_notes,Paper summaries of nlp papers in markdown.,https://github.com/truas/research_notes,GitHub,2025-09-18T10:56:43.751339,2025-09-18T10:56:43.751340
2770,codeboltjs,Js Library for Codebolt,https://github.com/codeboltai/codeboltjs,GitHub,2025-09-18T10:56:43.751217,2025-09-18T10:56:43.751217
2769,The-world-as-a-knitting-needle,The world as a knitting needle,https://github.com/AlexeyProvorov/The-world-as-a-knitting-needle,GitHub,2025-09-18T10:56:43.751050,2025-09-18T10:56:43.751051
2768,ai-agents-lab,Vibe-coded application: ai-agents-lab,https://github.com/mongodb-developer/ai-agents-lab,GitHub,2025-09-18T10:56:43.750800,2025-09-18T10:56:43.750801
2767,amplify-central,docs-as-code solution for Axway Amplify Central documentation,https://github.com/Axway/amplify-central,GitHub,2025-09-18T10:56:43.749969,2025-09-18T10:56:43.749969
2766,5eVaultMain,Vibe-coded application: 5eVaultMain,https://github.com/vikingJason/5eVaultMain,GitHub,2025-09-18T10:56:43.749859,2025-09-18T10:56:43.749860
2765,themonstrouscavalca,Sand (https://github.com/FatConan/sand) based code for themonstrouscavalca.de,https://github.com/FatConan/themonstrouscavalca,GitHub,2025-09-18T10:56:43.749750,2025-09-18T10:56:43.749751
2764,AIBlog02,MonoChrome Blog,https://github.com/kliewerdaniel/AIBlog02,GitHub,2025-09-18T10:56:43.749612,2025-09-18T10:56:43.749613
2763,gaia,"Gaia Platform - Microservices backend for Aeonia replacing LLM Platform monolith with full client compatibility. Foundation-first approach with Auth, Asset, and Chat services.",https://github.com/Aeonia-ai/gaia,GitHub,2025-09-18T10:56:43.749525,2025-09-18T10:56:43.749526
2762,cpp-docs.fr-fr,VCPPDocs Public Repo,https://github.com/LouisJustinTALLOT/cpp-docs.fr-fr,GitHub,2025-09-18T10:56:43.749353,2025-09-18T10:56:43.749353
2761,azure-docs-pr15_hu-HU,Vibe-coded application: azure-docs-pr15_hu-HU,https://github.com/OpenLocalizationTestOrg/azure-docs-pr15_hu-HU,GitHub,2025-09-18T10:56:43.749265,2025-09-18T10:56:43.749266
2760,hish,Tools and utilities for managing knowledge and context in Cursor,https://github.com/kindarian-enterprises/hish,GitHub,2025-09-18T10:56:43.749086,2025-09-18T10:56:43.749086
2759,klongpy,High-Performance Klong array language in Python.,https://github.com/briangu/klongpy,GitHub,2025-09-18T10:56:43.748986,2025-09-18T10:56:43.748987
2758,gitbook-docs,Vibe-coded application: gitbook-docs,https://github.com/youai1/gitbook-docs,GitHub,2025-09-18T10:56:43.748887,2025-09-18T10:56:43.748888
2757,hacker-notes,Vibe-coded application: hacker-notes,https://github.com/softwareengel/hacker-notes,GitHub,2025-09-18T10:56:43.748788,2025-09-18T10:56:43.748789
2756,davidgasquez.com,:globe_with_meridians: Personal Webpage,https://github.com/davidgasquez/davidgasquez.com,GitHub,2025-09-18T10:56:43.748691,2025-09-18T10:56:43.748691
2755,ClaudeAutoPM,Autonomous Project Management Framework for Claude Code - Advanced AI-powered development automation,https://github.com/rafeekpro/ClaudeAutoPM,GitHub,2025-09-18T10:56:43.748603,2025-09-18T10:56:43.748604
2754,parallax,A native-first parallel programming language,https://github.com/Var1377/parallax,GitHub,2025-09-18T10:56:43.748519,2025-09-18T10:56:43.748519
2753,onecloudemoji.github.io,"Varying topics of varying quality posted here, sometimes.",https://github.com/onecloudemoji/onecloudemoji.github.io,GitHub,2025-09-18T10:56:43.748428,2025-09-18T10:56:43.748428
2752,frontend-api-doc,Vibe-coded application: frontend-api-doc,https://github.com/phonely-ai/frontend-api-doc,GitHub,2025-09-18T10:56:43.748332,2025-09-18T10:56:43.748332
2751,agentic-systems-academy,"Collection of articles, resources and patterns for building AI agents",https://github.com/keis-engineering/agentic-systems-academy,GitHub,2025-09-18T10:56:43.748236,2025-09-18T10:56:43.748237
2750,digital-work-lecture,Lecture Introduction to Digital Work,https://github.com/digital-work-lab/digital-work-lecture,GitHub,2025-09-18T10:56:43.748142,2025-09-18T10:56:43.748143
2749,geaux-crewai,Vibe-coded application: geaux-crewai,https://github.com/Geaux-Specialist-L-L-C/geaux-crewai,GitHub,2025-09-18T10:56:43.748057,2025-09-18T10:56:43.748057
2748,Wazuh,Vibe-coded application: Wazuh,https://github.com/Jeshis/Wazuh,GitHub,2025-09-18T10:56:43.747914,2025-09-18T10:56:43.747915
2747,Dude-by-Rowboat,ai agent by the rowboat and tools in lite cpu (i5 gen8) thai support ,https://github.com/thegodseller/Dude-by-Rowboat,GitHub,2025-09-18T10:56:43.747829,2025-09-18T10:56:43.747830
2746,mslearn-fabric.ko-kr,Vibe-coded application: mslearn-fabric.ko-kr,https://github.com/MicrosoftLearning/mslearn-fabric.ko-kr,GitHub,2025-09-18T10:56:43.747742,2025-09-18T10:56:43.747743
2745,stdLibSchema-E,Enhanced Angular Schematics with enterprise-grade infrastructure and executable specifications framework,https://github.com/Philoraptor/stdLibSchema-E,GitHub,2025-09-18T10:56:43.747655,2025-09-18T10:56:43.747655
2744,curia-cg,Curia as Common Ground Mini App,https://github.com/curia-network/curia-cg,GitHub,2025-09-18T10:56:43.747568,2025-09-18T10:56:43.747569
2743,doc-generator,项目的agents.md生成器,https://github.com/zhaoyul/doc-generator,GitHub,2025-09-18T10:56:43.747482,2025-09-18T10:56:43.747483
2742,creating-ai-agents-with-csharp,Vibe-coded application: creating-ai-agents-with-csharp,https://github.com/tamirdresher/creating-ai-agents-with-csharp,GitHub,2025-09-18T10:56:43.747374,2025-09-18T10:56:43.747375
2741,the-real-blog,My blog backed by hugo,https://github.com/TomasTomecek/the-real-blog,GitHub,2025-09-18T10:56:43.747285,2025-09-18T10:56:43.747286
2740,NeuroExpert,Vibe-coded application: NeuroExpert,https://github.com/neuroexpert-web/NeuroExpert,GitHub,2025-09-18T10:56:43.747188,2025-09-18T10:56:43.747189
2739,dream-catcher-worker,Vibe-coded application: dream-catcher-worker,https://github.com/jmbish04/dream-catcher-worker,GitHub,2025-09-18T10:56:43.747085,2025-09-18T10:56:43.747086
2738,game-ts,Repository for my game. Take 4: pure TypeScript.,https://github.com/konrad-jamrozik/game-ts,GitHub,2025-09-18T10:56:43.746982,2025-09-18T10:56:43.746983
2737,local-environments.,Vibe-coded application: local-environments.,https://github.com/Administrators-0001/local-environments.,GitHub,2025-09-18T10:56:43.746871,2025-09-18T10:56:43.746872
2736,anthropic-on-aws,Vibe-coded application: anthropic-on-aws,https://github.com/aws-samples/anthropic-on-aws,GitHub,2025-09-18T10:56:43.746776,2025-09-18T10:56:43.746776
2735,COMDEX,COMDEX digital commodity marketplace,https://github.com/SuperFuels/COMDEX,GitHub,2025-09-18T10:56:43.746685,2025-09-18T10:56:43.746686
2734,kathmandu-university-cs-notes,"Computer Science, Kathmandu University course codes",https://github.com/adityathebe/kathmandu-university-cs-notes,GitHub,2025-09-18T10:56:43.746594,2025-09-18T10:56:43.746595
2733,TheGeneralistHandbook,Notes about CS and DS,https://github.com/ch37n1/TheGeneralistHandbook,GitHub,2025-09-18T10:56:43.746455,2025-09-18T10:56:43.746456
2732,dark--fate,Vibe-coded application: dark--fate,https://github.com/DarkFateLife/dark--fate,GitHub,2025-09-18T10:56:43.746358,2025-09-18T10:56:43.746358
2731,AgentMap,"AgentMap: Build and deploy LangGraph workflows from CSV files. Create complex LLM agent graphs without coding, convert simple spreadsheets into powerful AI agents, and orchestrate multi-agent systems with ease. Integrates with OpenAI, Anthropic, and Google AI models. Includes CLI and FastAPI server for quick deployment.",https://github.com/jwwelbor/AgentMap,GitHub,2025-09-18T10:56:43.746262,2025-09-18T10:56:43.746263
2730,cpp-docs,Vibe-coded application: cpp-docs,https://github.com/abdul202030/cpp-docs,GitHub,2025-09-18T10:56:43.746162,2025-09-18T10:56:43.746163
2729,grida,Grida — Ambitious 2D Graphics Editor for the Web,https://github.com/gridaco/grida,GitHub,2025-09-18T10:56:43.746077,2025-09-18T10:56:43.746077
2728,patchpump,ВКР для вуза делаю,https://github.com/chop1k/patchpump,GitHub,2025-09-18T10:56:43.745991,2025-09-18T10:56:43.745992
2727,ViralSynth,Autonomous content strategy & generation engine (ViralSynth),https://github.com/g4mm4p4nd4/ViralSynth,GitHub,2025-09-18T10:56:43.745905,2025-09-18T10:56:43.745906
2726,oath-keepers,LLM behaviour control using probibalistic programming,https://github.com/jpcca/oath-keepers,GitHub,2025-09-18T10:56:43.745823,2025-09-18T10:56:43.745824
2725,bitmarks-platform,"A high-performance, privacy-first bookmark management ecosystem built on Cloudflare Workers with Rust",https://github.com/danielbodnar/bitmarks-platform,GitHub,2025-09-18T10:56:43.745734,2025-09-18T10:56:43.745734
2724,TFrameX,Vibe-coded application: TFrameX,https://github.com/TesslateAI/TFrameX,GitHub,2025-09-18T10:56:43.745638,2025-09-18T10:56:43.745639
2723,LAS-FOCAS,Vibe-coded application: LAS-FOCAS,https://github.com/CARuizDiazFP/LAS-FOCAS,GitHub,2025-09-18T10:56:43.745541,2025-09-18T10:56:43.745542
2722,harness-blog-zh,Vibe-coded application: harness-blog-zh,https://github.com/apachecn/harness-blog-zh,GitHub,2025-09-18T10:56:43.745448,2025-09-18T10:56:43.745449
2721,hud-python,OSS RL environment + evals toolkit,https://github.com/hud-evals/hud-python,GitHub,2025-09-18T10:56:43.745355,2025-09-18T10:56:43.745356
2720,digitalmind_old,"Blog where I'm writing articles about programmming, Computer Science, Artificial Intelligence, Deep Learning, and math.",https://github.com/lumenwrites/digitalmind_old,GitHub,2025-09-18T10:56:43.745261,2025-09-18T10:56:43.745262
2719,rwkv-agent-kit,Empowering AI Agents with True Memory and Thinking Capabilities，让AI智能体拥有真正的记忆和思考能力,https://github.com/Ai00-X/rwkv-agent-kit,GitHub,2025-09-18T10:56:43.745078,2025-09-18T10:56:43.745078
2718,Open-Docs,"Open AI Document is a project for public interest. It's powered by Gemini that tracks and translates docs of popular open-source libraries into Simplified/Traditional Chinese, Japanese, Korean, etc.",https://github.com/BinaryTape/Open-Docs,GitHub,2025-09-18T10:56:43.744893,2025-09-18T10:56:43.744894
2717,sql-aide,SQL Aide (SQLa) Typescript template literal text supplier optimized for emitting SQL,https://github.com/netspective-labs/sql-aide,GitHub,2025-09-18T10:56:43.744726,2025-09-18T10:56:43.744727
2716,Understanding-LLMs-course,"Repo for webbook and materials of the course ""Understanding LLMs"" @ Uni Tübingen",https://github.com/CogSciPrag/Understanding-LLMs-course,GitHub,2025-09-18T10:56:43.744630,2025-09-18T10:56:43.744631
2715,learn-agents,The most comprehensive zero-to-hero handbook on building AI Agents,https://github.com/all-mute/learn-agents,GitHub,2025-09-18T10:56:43.744531,2025-09-18T10:56:43.744532
2714,FlowiseDocs,Docs for Flowise,https://github.com/FlowiseAI/FlowiseDocs,GitHub,2025-09-18T10:56:43.744429,2025-09-18T10:56:43.744430
2713,cloudify-rest-docs,Documentation of the Cloudify REST API in Slate style,https://github.com/cloudify-cosmo/cloudify-rest-docs,GitHub,2025-09-18T10:56:43.744321,2025-09-18T10:56:43.744323
2712,cuckoo,"Cuckoo is a Decentralized AI Model-Serving Platform, starting with GPU-sharing for text-to-image generation and LLM inference.",https://github.com/cuckoo-network/cuckoo,GitHub,2025-09-18T10:56:43.744195,2025-09-18T10:56:43.744196
2711,igniter-js,"Igniter is a modern, type-safe HTTP framework designed to streamline the development of scalable TypeScript applications.",https://github.com/felipebarcelospro/igniter-js,GitHub,2025-09-18T10:56:43.744073,2025-09-18T10:56:43.744074
2710,sentry-docs,Sentry's documentation (and tools to build it),https://github.com/getsentry/sentry-docs,GitHub,2025-09-18T10:56:43.743972,2025-09-18T10:56:43.743972
2709,solace-agent-mesh,"An event-driven framework designed to build and orchestrate multi-agent AI systems. It enables seamless integration of AI agents with real-world data sources and systems, facilitating complex, multi-step workflows.",https://github.com/SolaceLabs/solace-agent-mesh,GitHub,2025-09-18T10:56:43.743869,2025-09-18T10:56:43.743870
2708,mcp-context-forge,"A Model Context Protocol (MCP) Gateway & Registry. Serves as a central management point for tools, resources, and prompts that can be accessed by MCP-compatible LLM applications. Converts REST API endpoints to MCP, composes virtual MCP servers with added security and observability, and converts between protocols (stdio, SSE, Streamable HTTP).",https://github.com/IBM/mcp-context-forge,GitHub,2025-09-18T10:56:43.743779,2025-09-18T10:56:43.743780
2707,mcp-use,mcp-use is the easiest way to interact with mcp servers with custom agents,https://github.com/mcp-use/mcp-use,GitHub,2025-09-18T10:56:43.743688,2025-09-18T10:56:43.743689
2706,mastra,"The TypeScript AI agent framework. ⚡ Assistants, RAG, observability. Supports any LLM: GPT-4, Claude, Gemini, Llama.",https://github.com/mastra-ai/mastra,GitHub,2025-09-18T10:56:43.743599,2025-09-18T10:56:43.743600
2705,agents-course,This repository contains the Hugging Face Agents Course. ,https://github.com/huggingface/agents-course,GitHub,2025-09-18T10:56:43.743508,2025-09-18T10:56:43.743509
2704,gatekeeper,🐊 Policy Controller for Kubernetes,https://github.com/open-policy-agent/gatekeeper,GitHub,2025-09-18T10:56:43.743420,2025-09-18T10:56:43.743421
2703,nx,"Get to green PRs in half the time. Nx optimizes your builds, scales your CI, and fixes failed PRs. Built for developers and AI agents.",https://github.com/nrwl/nx,GitHub,2025-09-18T10:56:43.743323,2025-09-18T10:56:43.743323
2702,temporal-code-agent-experiments,Vibe-coded application: temporal-code-agent-experiments,https://github.com/steveandroulakis/temporal-code-agent-experiments,GitHub,2025-09-18T10:56:43.743114,2025-09-18T10:56:43.743115
2701,Delivery-Dash,My First Game,https://github.com/AlexandruCristianGeorgeSerban/Delivery-Dash,GitHub,2025-09-18T10:56:43.743020,2025-09-18T10:56:43.743021
2700,AT-Enmity-Cycle,Vibe-coded application: AT-Enmity-Cycle,https://github.com/athawe/AT-Enmity-Cycle,GitHub,2025-09-18T10:56:43.742931,2025-09-18T10:56:43.742931
2699,Penumbra,Vibe-coded application: Penumbra,https://github.com/mfoltz/Penumbra,GitHub,2025-09-18T10:56:43.742843,2025-09-18T10:56:43.742843
